1779957977.776502 server started (1113832): version 3.6, socket /home/skynet/sockets/tmux-1000/verbose-test, protocol 8
1779957977.776570 on Linux 7.0.0-15-generic #15-Ubuntu SMP PREEMPT_DYNAMIC Wed Apr 22 16:06:43 UTC 2026
1779957977.776586 using libevent 2.1.12-stable poll
1779957977.776594 using ncurses 6.5 20251123
1779957977.824375 cmd_parse_build_commands 0:0: switch-client
1779957977.824385 cmd_parse_build_commands 0:1: -n
1779957977.824397 args_parse_flags: next -n
1779957977.824406 args_parse_flags: -n
1779957977.824415 args_parse: flags end at 2 of 2
1779957977.824427 cmd_parse_build_commands: switch-client -n
1779957977.824439 cmd_parse_build_commands 0:0: switch-client
1779957977.824451 cmd_parse_build_commands 0:1: -p
1779957977.824461 args_parse_flags: next -p
1779957977.824471 args_parse_flags: -p
1779957977.824478 args_parse: flags end at 2 of 2
1779957977.824487 cmd_parse_build_commands: switch-client -p
1779957977.824497 cmd_parse_build_commands 0:0: move-window
1779957977.824507 cmd_parse_build_commands 0:1: -r
1779957977.824518 args_parse_flags: next -r
1779957977.824528 args_parse_flags: -r
1779957977.824546 args_parse: flags end at 2 of 2
1779957977.824556 cmd_parse_build_commands: move-window -r
1779957977.824566 cmd_parse_build_commands 0:0: command-prompt
1779957977.824575 cmd_parse_build_commands 0:1: -I
1779957977.824584 cmd_parse_build_commands 0:2: #S
1779957977.824594 cmd_parse_build_commands 0:3 0:0: rename-session
1779957977.824604 cmd_parse_build_commands 0:3 0:1: --
1779957977.824615 cmd_parse_build_commands 0:3 0:2: %%
1779957977.824627 cmd_parse_build_commands 0:0: rename-session
1779957977.824637 cmd_parse_build_commands 0:1: --
1779957977.824653 cmd_parse_build_commands 0:2: %%
1779957977.824665 args_parse_flags: next --
1779957977.824675 args_parse: flags end at 2 of 3
1779957977.824685 args_parse: 2 = %% (type STRING)
1779957977.824697 cmd_parse_build_commands: rename-session "%%"
1779957977.824709 args_parse_flags: next -I
1779957977.824717 args_parse_flag_argument: -I = #S
1779957977.824727 args_parse: flags end at 3 of 4
1779957977.824739 args_parse: 3 = rename-session "%%" (type COMMANDS)
1779957977.824752 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1779957977.824764 cmd_parse_build_commands 0:0: new-session
1779957977.824778 args_parse: flags end at 1 of 1
1779957977.824789 cmd_parse_build_commands: new-session
1779957977.824799 cmd_parse_build_commands 0:0: new-window
1779957977.824811 args_parse: flags end at 1 of 1
1779957977.824819 cmd_parse_build_commands: new-window
1779957977.824830 args_parse_flags: next -t=
1779957977.824840 args_parse_flag_argument: -t = =
1779957977.824849 args_parse_flags: next -xM
1779957977.824860 args_parse_flag_argument: -x = M
1779957977.824869 args_parse_flags: next -yW
1779957977.824877 args_parse_flag_argument: -y = W
1779957977.824888 args_parse_flags: next -T
1779957977.824898 args_parse_flag_argument: -T = #[align=centre]#{session_name}
1779957977.824908 args_parse_flags: next Next
1779957977.824921 args_parse: flags end at 6 of 26
1779957977.824933 args_parse: 6 = Next (type STRING)
1779957977.824946 args_parse: 7 = n (type STRING)
1779957977.824960 args_parse: 8 = switch-client -n (type COMMANDS)
1779957977.824969 args_parse: 9 = Previous (type STRING)
1779957977.824979 args_parse: 10 = p (type STRING)
1779957977.824989 args_parse: 11 = switch-client -p (type COMMANDS)
1779957977.825003 args_parse: 12 =  (type STRING)
1779957977.825012 args_parse: 13 = Renumber (type STRING)
1779957977.825021 args_parse: 14 = N (type STRING)
1779957977.825034 args_parse: 15 = move-window -r (type COMMANDS)
1779957977.825046 args_parse: 16 = Rename (type STRING)
1779957977.825059 args_parse: 17 = n (type STRING)
1779957977.825075 args_parse: 18 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1779957977.825086 args_parse: 19 =  (type STRING)
1779957977.825097 args_parse: 20 = New Session (type STRING)
1779957977.825107 args_parse: 21 = s (type STRING)
1779957977.825121 args_parse: 22 = new-session (type COMMANDS)
1779957977.825133 args_parse: 23 = New Window (type STRING)
1779957977.825141 args_parse: 24 = w (type STRING)
1779957977.825152 args_parse: 25 = new-window (type COMMANDS)
1779957977.825180 cmd_parse_build_commands: display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1779957977.825190 args_parse_flags: next -n
1779957977.825200 args_parse_flags: -n
1779957977.825210 args_parse_flags: next M-MouseDown3StatusLeft
1779957977.825219 args_parse: flags end at 2 of 4
1779957977.825229 args_parse: 2 = M-MouseDown3StatusLeft (type STRING)
1779957977.825261 args_parse: 3 = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } (type COMMANDS)
1779957977.825293 cmd_parse_build_commands: bind-key -n M-MouseDown3StatusLeft { display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } }
1779957977.825304 cmdq_get_command: [bind-key/0x725c34a40600] group 1010
1779957977.825313 cmdq_append <global>: [bind-key/0x725c34a40600]
1779957977.825324 yylex_token: end at WS
1779957977.825340 yylex_token: bind
1779957977.825350 yylex_token: end at WS
1779957977.825359 yylex_token: -n
1779957977.825371 yylex_token: end at WS
1779957977.825381 yylex_token: MouseDown3Status
1779957977.825391 yylex_token: end at WS
1779957977.825401 yylex_token: display-menu
1779957977.825411 yylex_token: end at WS
1779957977.825421 yylex_token: -t=
1779957977.825431 yylex_token: end at WS
1779957977.825441 yylex_token: -xW
1779957977.825451 yylex_token: end at WS
1779957977.825461 yylex_token: -yW
1779957977.825471 yylex_token: end at WS
1779957977.825480 yylex_token: -T
1779957977.825492 yylex_token: end at WS
1779957977.825502 yylex_token: #[align=centre]#{window_index}:#{window_name}
1779957977.825515 yylex_token: end at WS
1779957977.825524 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1779957977.825541 yylex_token: end at WS
1779957977.825551 yylex_token: l
1779957977.825562 yylex_token: end at WS
1779957977.825572 yylex_token: swap-window
1779957977.825581 yylex_token: end at }
1779957977.825592 yylex_token: -t:-1
1779957977.825606 yylex_token: end at WS
1779957977.825616 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1779957977.825625 yylex_token: end at WS
1779957977.825635 yylex_token: r
1779957977.825645 yylex_token: end at WS
1779957977.825655 yylex_token: swap-window
1779957977.825665 yylex_token: end at }
1779957977.825675 yylex_token: -t:+1
1779957977.825687 yylex_token: end at WS
1779957977.825697 yylex_token: #{?pane_marked_set,,-}Swap Marked
1779957977.825706 yylex_token: end at WS
1779957977.825715 yylex_token: s
1779957977.825729 yylex_token: end at }
1779957977.825739 yylex_token: swap-window
1779957977.825749 yylex_token: end at WS
1779957977.825758 yylex_token: 
1779957977.825772 yylex_token: end at WS
1779957977.825780 yylex_token: Kill
1779957977.825790 yylex_token: end at WS
1779957977.825801 yylex_token: X
1779957977.825811 yylex_token: end at }
1779957977.825823 yylex_token: kill-window
1779957977.825836 yylex_token: end at WS
1779957977.825846 yylex_token: Respawn
1779957977.825857 yylex_token: end at WS
1779957977.825867 yylex_token: R
1779957977.825877 yylex_token: end at WS
1779957977.825887 yylex_token: respawn-window
1779957977.825894 yylex_token: end at }
1779957977.825902 yylex_token: -k
1779957977.825915 yylex_token: end at WS
1779957977.825923 yylex_token: #{?pane_marked,Unmark,Mark}
1779957977.825936 yylex_token: end at WS
1779957977.825949 yylex_token: m
1779957977.825962 yylex_token: end at WS
1779957977.825973 yylex_token: select-pane
1779957977.825986 yylex_token: end at }
1779957977.825995 yylex_token: -m
1779957977.826006 yylex_token: end at WS
1779957977.826014 yylex_token: Rename
1779957977.826024 yylex_token: end at WS
1779957977.826036 yylex_token: n
1779957977.826049 yylex_token: end at WS
1779957977.826060 yylex_token: command-prompt
1779957977.826070 yylex_token: end at WS
1779957977.826079 yylex_token: -FI
1779957977.826088 yylex_token: end at WS
1779957977.826098 yylex_token: #W
1779957977.826106 yylex_token: end at WS
1779957977.826116 yylex_token: rename-window
1779957977.826125 yylex_token: end at WS
1779957977.826135 yylex_token: -t
1779957977.826146 yylex_token: end at WS
1779957977.826155 yylex_token: #{window_id}
1779957977.826165 yylex_token: end at WS
1779957977.826174 yylex_token: --
1779957977.826184 yylex_token: end at }
1779957977.826194 yylex_token: %%
1779957977.826204 yylex_token: end at WS
1779957977.826214 yylex_token: 
1779957977.826224 yylex_token: end at WS
1779957977.826234 yylex_token: New After
1779957977.826243 yylex_token: end at WS
1779957977.826254 yylex_token: w
1779957977.826264 yylex_token: end at WS
1779957977.826272 yylex_token: new-window
1779957977.826282 yylex_token: end at }
1779957977.826292 yylex_token: -a
1779957977.826303 yylex_token: end at WS
1779957977.826313 yylex_token: New At End
1779957977.826323 yylex_token: end at WS
1779957977.826331 yylex_token: W
1779957977.826341 yylex_token: end at }
1779957977.826349 yylex_token: new-window
1779957977.826361 cmd_parse_build_commands 0:0: bind
1779957977.826371 cmd_parse_build_commands 0:1: -n
1779957977.826387 cmd_parse_build_commands 0:2: MouseDown3Status
1779957977.826400 cmd_parse_build_commands 0:3 0:0: display-menu
1779957977.826413 cmd_parse_build_commands 0:3 0:1: -t=
1779957977.826425 cmd_parse_build_commands 0:3 0:2: -xW
1779957977.826437 cmd_parse_build_commands 0:3 0:3: -yW
1779957977.826450 cmd_parse_build_commands 0:3 0:4: -T
1779957977.826462 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{window_index}:#{window_name}
1779957977.826472 cmd_parse_build_commands 0:3 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1779957977.826482 cmd_parse_build_commands 0:3 0:7: l
1779957977.826491 cmd_parse_build_commands 0:3 0:8 0:0: swap-window
1779957977.826499 cmd_parse_build_commands 0:3 0:8 0:1: -t:-1
1779957977.826509 cmd_parse_build_commands 0:3 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1779957977.826520 cmd_parse_build_commands 0:3 0:10: r
1779957977.826529 cmd_parse_build_commands 0:3 0:11 0:0: swap-window
1779957977.826546 cmd_parse_build_commands 0:3 0:11 0:1: -t:+1
1779957977.826553 cmd_parse_build_commands 0:3 0:12: #{?pane_marked_set,,-}Swap Marked
1779957977.826561 cmd_parse_build_commands 0:3 0:13: s
1779957977.826572 cmd_parse_build_commands 0:3 0:14 0:0: swap-window
1779957977.826582 cmd_parse_build_commands 0:3 0:15: 
1779957977.826590 cmd_parse_build_commands 0:3 0:16: Kill
1779957977.826600 cmd_parse_build_commands 0:3 0:17: X
1779957977.826612 cmd_parse_build_commands 0:3 0:18 0:0: kill-window
1779957977.826621 cmd_parse_build_commands 0:3 0:19: Respawn
1779957977.826635 cmd_parse_build_commands 0:3 0:20: R
1779957977.826644 cmd_parse_build_commands 0:3 0:21 0:0: respawn-window
1779957977.826655 cmd_parse_build_commands 0:3 0:21 0:1: -k
1779957977.826664 cmd_parse_build_commands 0:3 0:22: #{?pane_marked,Unmark,Mark}
1779957977.826673 cmd_parse_build_commands 0:3 0:23: m
1779957977.826683 cmd_parse_build_commands 0:3 0:24 0:0: select-pane
1779957977.826691 cmd_parse_build_commands 0:3 0:24 0:1: -m
1779957977.826701 cmd_parse_build_commands 0:3 0:25: Rename
1779957977.826709 cmd_parse_build_commands 0:3 0:26: n
1779957977.826719 cmd_parse_build_commands 0:3 0:27 0:0: command-prompt
1779957977.826730 cmd_parse_build_commands 0:3 0:27 0:1: -FI
1779957977.826738 cmd_parse_build_commands 0:3 0:27 0:2: #W
1779957977.826748 cmd_parse_build_commands 0:3 0:27 0:3 0:0: rename-window
1779957977.826758 cmd_parse_build_commands 0:3 0:27 0:3 0:1: -t
1779957977.826766 cmd_parse_build_commands 0:3 0:27 0:3 0:2: #{window_id}
1779957977.826776 cmd_parse_build_commands 0:3 0:27 0:3 0:3: --
1779957977.826786 cmd_parse_build_commands 0:3 0:27 0:3 0:4: %%
1779957977.826796 cmd_parse_build_commands 0:3 0:28: 
1779957977.826805 cmd_parse_build_commands 0:3 0:29: New After
1779957977.826815 cmd_parse_build_commands 0:3 0:30: w
1779957977.826825 cmd_parse_build_commands 0:3 0:31 0:0: new-window
1779957977.826833 cmd_parse_build_commands 0:3 0:31 0:1: -a
1779957977.826843 cmd_parse_build_commands 0:3 0:32: New At End
1779957977.826853 cmd_parse_build_commands 0:3 0:33: W
1779957977.826863 cmd_parse_build_commands 0:3 0:34 0:0: new-window
1779957977.826871 cmd_parse_build_commands 0:0: display-menu
1779957977.826880 cmd_parse_build_commands 0:1: -t=
1779957977.826889 cmd_parse_build_commands 0:2: -xW
1779957977.826899 cmd_parse_build_commands 0:3: -yW
1779957977.826908 cmd_parse_build_commands 0:4: -T
1779957977.826918 cmd_parse_build_commands 0:5: #[align=centre]#{window_index}:#{window_name}
1779957977.826925 cmd_parse_build_commands 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1779957977.826936 cmd_parse_build_commands 0:7: l
1779957977.826945 cmd_parse_build_commands 0:8 0:0: swap-window
1779957977.826955 cmd_parse_build_commands 0:8 0:1: -t:-1
1779957977.826963 cmd_parse_build_commands 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1779957977.826973 cmd_parse_build_commands 0:10: r
1779957977.826982 cmd_parse_build_commands 0:11 0:0: swap-window
1779957977.826990 cmd_parse_build_commands 0:11 0:1: -t:+1
1779957977.827000 cmd_parse_build_commands 0:12: #{?pane_marked_set,,-}Swap Marked
1779957977.827014 cmd_parse_build_commands 0:13: s
1779957977.827023 cmd_parse_build_commands 0:14 0:0: swap-window
1779957977.827033 cmd_parse_build_commands 0:15: 
1779957977.827042 cmd_parse_build_commands 0:16: Kill
1779957977.827052 cmd_parse_build_commands 0:17: X
1779957977.827061 cmd_parse_build_commands 0:18 0:0: kill-window
1779957977.827071 cmd_parse_build_commands 0:19: Respawn
1779957977.827080 cmd_parse_build_commands 0:20: R
1779957977.827090 cmd_parse_build_commands 0:21 0:0: respawn-window
1779957977.827098 cmd_parse_build_commands 0:21 0:1: -k
1779957977.827108 cmd_parse_build_commands 0:22: #{?pane_marked,Unmark,Mark}
1779957977.827117 cmd_parse_build_commands 0:23: m
1779957977.827128 cmd_parse_build_commands 0:24 0:0: select-pane
1779957977.827138 cmd_parse_build_commands 0:24 0:1: -m
1779957977.827147 cmd_parse_build_commands 0:25: Rename
1779957977.827154 cmd_parse_build_commands 0:26: n
1779957977.827165 cmd_parse_build_commands 0:27 0:0: command-prompt
1779957977.827172 cmd_parse_build_commands 0:27 0:1: -FI
1779957977.827180 cmd_parse_build_commands 0:27 0:2: #W
1779957977.827190 cmd_parse_build_commands 0:27 0:3 0:0: rename-window
1779957977.827198 cmd_parse_build_commands 0:27 0:3 0:1: -t
1779957977.827207 cmd_parse_build_commands 0:27 0:3 0:2: #{window_id}
1779957977.827217 cmd_parse_build_commands 0:27 0:3 0:3: --
1779957977.827226 cmd_parse_build_commands 0:27 0:3 0:4: %%
1779957977.827235 cmd_parse_build_commands 0:28: 
1779957977.827244 cmd_parse_build_commands 0:29: New After
1779957977.827254 cmd_parse_build_commands 0:30: w
1779957977.827261 cmd_parse_build_commands 0:31 0:0: new-window
1779957977.827271 cmd_parse_build_commands 0:31 0:1: -a
1779957977.827281 cmd_parse_build_commands 0:32: New At End
1779957977.827290 cmd_parse_build_commands 0:33: W
1779957977.827300 cmd_parse_build_commands 0:34 0:0: new-window
1779957977.827311 cmd_parse_build_commands 0:0: swap-window
1779957977.827319 cmd_parse_build_commands 0:1: -t:-1
1779957977.827331 args_parse_flags: next -t:-1
1779957977.827339 args_parse_flag_argument: -t = :-1
1779957977.827349 args_parse: flags end at 2 of 2
1779957977.827360 cmd_parse_build_commands: swap-window -t :-1
1779957977.827369 cmd_parse_build_commands 0:0: swap-window
1779957977.827377 cmd_parse_build_commands 0:1: -t:+1
1779957977.827389 args_parse_flags: next -t:+1
1779957977.827397 args_parse_flag_argument: -t = :+1
1779957977.827406 args_parse: flags end at 2 of 2
1779957977.827417 cmd_parse_build_commands: swap-window -t :+1
1779957977.827426 cmd_parse_build_commands 0:0: swap-window
1779957977.827438 args_parse: flags end at 1 of 1
1779957977.827448 cmd_parse_build_commands: swap-window
1779957977.827461 cmd_parse_build_commands 0:0: kill-window
1779957977.827474 args_parse: flags end at 1 of 1
1779957977.827483 cmd_parse_build_commands: kill-window
1779957977.827493 cmd_parse_build_commands 0:0: respawn-window
1779957977.827506 cmd_parse_build_commands 0:1: -k
1779957977.827515 args_parse_flags: next -k
1779957977.827525 args_parse_flags: -k
1779957977.827543 args_parse: flags end at 2 of 2
1779957977.827558 cmd_parse_build_commands: respawn-window -k
1779957977.827569 cmd_parse_build_commands 0:0: select-pane
1779957977.827578 cmd_parse_build_commands 0:1: -m
1779957977.827590 args_parse_flags: next -m
1779957977.827602 args_parse_flags: -m
1779957977.827611 args_parse: flags end at 2 of 2
1779957977.827622 cmd_parse_build_commands: select-pane -m
1779957977.827632 cmd_parse_build_commands 0:0: command-prompt
1779957977.827642 cmd_parse_build_commands 0:1: -FI
1779957977.827651 cmd_parse_build_commands 0:2: #W
1779957977.827660 cmd_parse_build_commands 0:3 0:0: rename-window
1779957977.827670 cmd_parse_build_commands 0:3 0:1: -t
1779957977.827679 cmd_parse_build_commands 0:3 0:2: #{window_id}
1779957977.827686 cmd_parse_build_commands 0:3 0:3: --
1779957977.827696 cmd_parse_build_commands 0:3 0:4: %%
1779957977.827706 cmd_parse_build_commands 0:0: rename-window
1779957977.827716 cmd_parse_build_commands 0:1: -t
1779957977.827723 cmd_parse_build_commands 0:2: #{window_id}
1779957977.827739 cmd_parse_build_commands 0:3: --
1779957977.827747 cmd_parse_build_commands 0:4: %%
1779957977.827758 args_parse_flags: next -t
1779957977.827769 args_parse_flag_argument: -t = #{window_id}
1779957977.827778 args_parse_flags: next --
1779957977.827787 args_parse: flags end at 4 of 5
1779957977.827796 args_parse: 4 = %% (type STRING)
1779957977.827809 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1779957977.827819 args_parse_flags: next -FI
1779957977.827830 args_parse_flags: -F
1779957977.827840 args_parse_flag_argument: -I = #W
1779957977.827850 args_parse: flags end at 3 of 4
1779957977.827864 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1779957977.827877 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1779957977.827888 cmd_parse_build_commands 0:0: new-window
1779957977.827899 cmd_parse_build_commands 0:1: -a
1779957977.827912 args_parse_flags: next -a
1779957977.827922 args_parse_flags: -a
1779957977.827931 args_parse: flags end at 2 of 2
1779957977.827942 cmd_parse_build_commands: new-window -a
1779957977.827954 cmd_parse_build_commands 0:0: new-window
1779957977.827963 args_parse: flags end at 1 of 1
1779957977.827973 cmd_parse_build_commands: new-window
1779957977.827982 args_parse_flags: next -t=
1779957977.827991 args_parse_flag_argument: -t = =
1779957977.828000 args_parse_flags: next -xW
1779957977.828009 args_parse_flag_argument: -x = W
1779957977.828017 args_parse_flags: next -yW
1779957977.828026 args_parse_flag_argument: -y = W
1779957977.828033 args_parse_flags: next -T
1779957977.828043 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1779957977.828053 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1779957977.828062 args_parse: flags end at 6 of 35
1779957977.828071 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1779957977.828081 args_parse: 7 = l (type STRING)
1779957977.828092 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1779957977.828101 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1779957977.828113 args_parse: 10 = r (type STRING)
1779957977.828123 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1779957977.828133 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1779957977.828140 args_parse: 13 = s (type STRING)
1779957977.828150 args_parse: 14 = swap-window (type COMMANDS)
1779957977.828159 args_parse: 15 =  (type STRING)
1779957977.828167 args_parse: 16 = Kill (type STRING)
1779957977.828176 args_parse: 17 = X (type STRING)
1779957977.828186 args_parse: 18 = kill-window (type COMMANDS)
1779957977.828194 args_parse: 19 = Respawn (type STRING)
1779957977.828203 args_parse: 20 = R (type STRING)
1779957977.828214 args_parse: 21 = respawn-window -k (type COMMANDS)
1779957977.828224 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1779957977.828233 args_parse: 23 = m (type STRING)
1779957977.828242 args_parse: 24 = select-pane -m (type COMMANDS)
1779957977.828254 args_parse: 25 = Rename (type STRING)
1779957977.828265 args_parse: 26 = n (type STRING)
1779957977.828278 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1779957977.828287 args_parse: 28 =  (type STRING)
1779957977.828295 args_parse: 29 = New After (type STRING)
1779957977.828304 args_parse: 30 = w (type STRING)
1779957977.828314 args_parse: 31 = new-window -a (type COMMANDS)
1779957977.828322 args_parse: 32 = New At End (type STRING)
1779957977.828334 args_parse: 33 = W (type STRING)
1779957977.828346 args_parse: 34 = new-window (type COMMANDS)
1779957977.828385 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1779957977.828401 args_parse_flags: next -n
1779957977.828409 args_parse_flags: -n
1779957977.828419 args_parse_flags: next MouseDown3Status
1779957977.828426 args_parse: flags end at 2 of 4
1779957977.828435 args_parse: 2 = MouseDown3Status (type STRING)
1779957977.828473 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1779957977.828510 cmd_parse_build_commands: bind-key -n MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1779957977.828521 cmdq_get_command: [bind-key/0x725c34a40700] group 1046
1779957977.828529 cmdq_append <global>: [bind-key/0x725c34a40700]
1779957977.828547 yylex_token: end at WS
1779957977.828554 yylex_token: bind
1779957977.828564 yylex_token: end at WS
1779957977.828575 yylex_token: -n
1779957977.828584 yylex_token: end at WS
1779957977.828592 yylex_token: M-MouseDown3Status
1779957977.828602 yylex_token: end at WS
1779957977.828613 yylex_token: display-menu
1779957977.828621 yylex_token: end at WS
1779957977.828633 yylex_token: -t=
1779957977.828644 yylex_token: end at WS
1779957977.828652 yylex_token: -xW
1779957977.828662 yylex_token: end at WS
1779957977.828672 yylex_token: -yW
1779957977.828681 yylex_token: end at WS
1779957977.828691 yylex_token: -T
1779957977.828702 yylex_token: end at WS
1779957977.828712 yylex_token: #[align=centre]#{window_index}:#{window_name}
1779957977.828725 yylex_token: end at WS
1779957977.828735 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1779957977.828744 yylex_token: end at WS
1779957977.828752 yylex_token: l
1779957977.828763 yylex_token: end at WS
1779957977.828772 yylex_token: swap-window
1779957977.828782 yylex_token: end at }
1779957977.828791 yylex_token: -t:-1
1779957977.828805 yylex_token: end at WS
1779957977.828815 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1779957977.828825 yylex_token: end at WS
1779957977.828835 yylex_token: r
1779957977.828845 yylex_token: end at WS
1779957977.828855 yylex_token: swap-window
1779957977.828865 yylex_token: end at }
1779957977.828876 yylex_token: -t:+1
1779957977.828888 yylex_token: end at WS
1779957977.828898 yylex_token: #{?pane_marked_set,,-}Swap Marked
1779957977.828906 yylex_token: end at WS
1779957977.828916 yylex_token: s
1779957977.828925 yylex_token: end at }
1779957977.828933 yylex_token: swap-window
1779957977.828943 yylex_token: end at WS
1779957977.828953 yylex_token: 
1779957977.828963 yylex_token: end at WS
1779957977.828973 yylex_token: Kill
1779957977.828982 yylex_token: end at WS
1779957977.828992 yylex_token: X
1779957977.829002 yylex_token: end at }
1779957977.829012 yylex_token: kill-window
1779957977.829022 yylex_token: end at WS
1779957977.829032 yylex_token: Respawn
1779957977.829042 yylex_token: end at WS
1779957977.829050 yylex_token: R
1779957977.829060 yylex_token: end at WS
1779957977.829070 yylex_token: respawn-window
1779957977.829081 yylex_token: end at }
1779957977.829091 yylex_token: -k
1779957977.829108 yylex_token: end at WS
1779957977.829118 yylex_token: #{?pane_marked,Unmark,Mark}
1779957977.829128 yylex_token: end at WS
1779957977.829137 yylex_token: m
1779957977.829147 yylex_token: end at WS
1779957977.829157 yylex_token: select-pane
1779957977.829166 yylex_token: end at }
1779957977.829176 yylex_token: -m
1779957977.829186 yylex_token: end at WS
1779957977.829194 yylex_token: Rename
1779957977.829203 yylex_token: end at WS
1779957977.829213 yylex_token: n
1779957977.829223 yylex_token: end at WS
1779957977.829233 yylex_token: command-prompt
1779957977.829242 yylex_token: end at WS
1779957977.829250 yylex_token: -FI
1779957977.829260 yylex_token: end at WS
1779957977.829269 yylex_token: #W
1779957977.829279 yylex_token: end at WS
1779957977.829289 yylex_token: rename-window
1779957977.829299 yylex_token: end at WS
1779957977.829308 yylex_token: -t
1779957977.829319 yylex_token: end at WS
1779957977.829329 yylex_token: #{window_id}
1779957977.829338 yylex_token: end at WS
1779957977.829347 yylex_token: --
1779957977.829356 yylex_token: end at }
1779957977.829366 yylex_token: %%
1779957977.829376 yylex_token: end at WS
1779957977.829386 yylex_token: 
1779957977.829397 yylex_token: end at WS
1779957977.829406 yylex_token: New After
1779957977.829416 yylex_token: end at WS
1779957977.829425 yylex_token: w
1779957977.829436 yylex_token: end at WS
1779957977.829445 yylex_token: new-window
1779957977.829455 yylex_token: end at }
1779957977.829465 yylex_token: -a
1779957977.829475 yylex_token: end at WS
1779957977.829485 yylex_token: New At End
1779957977.829495 yylex_token: end at WS
1779957977.829504 yylex_token: W
1779957977.829514 yylex_token: end at }
1779957977.829523 yylex_token: new-window
1779957977.829532 cmd_parse_build_commands 0:0: bind
1779957977.829549 cmd_parse_build_commands 0:1: -n
1779957977.829556 cmd_parse_build_commands 0:2: M-MouseDown3Status
1779957977.829567 cmd_parse_build_commands 0:3 0:0: display-menu
1779957977.829577 cmd_parse_build_commands 0:3 0:1: -t=
1779957977.829584 cmd_parse_build_commands 0:3 0:2: -xW
