1779957904.566386 server started (1108490): version 3.6, socket /home/skynet/sockets/tmux-1000/debug-test, protocol 8
1779957904.566434 on Linux 7.0.0-15-generic #15-Ubuntu SMP PREEMPT_DYNAMIC Wed Apr 22 16:06:43 UTC 2026
1779957904.566450 using libevent 2.1.12-stable poll
1779957904.566459 using ncurses 6.5 20251123
1779957904.594328 yylex_token: end at WS
1779957904.594333 yylex_token: d
1779957904.594339 yylex_token: end at WS
1779957904.594346 yylex_token: swap-pane
1779957904.594355 yylex_token: end at }
1779957904.594368 yylex_token: -D
1779957904.594376 yylex_token: end at WS
1779957904.594384 yylex_token: #{?pane_marked_set,,-}Swap Marked
1779957904.594392 yylex_token: end at WS
1779957904.594397 yylex_token: s
1779957904.594403 yylex_token: end at }
1779957904.594410 yylex_token: swap-pane
1779957904.594417 yylex_token: end at WS
1779957904.594428 yylex_token: 
1779957904.594438 yylex_token: end at WS
1779957904.594447 yylex_token: Kill
1779957904.594454 yylex_token: end at WS
1779957904.594464 yylex_token: X
1779957904.594473 yylex_token: end at }
1779957904.594483 yylex_token: kill-pane
1779957904.594492 yylex_token: end at WS
1779957904.594499 yylex_token: Respawn
1779957904.594505 yylex_token: end at WS
1779957904.594514 yylex_token: R
1779957904.594520 yylex_token: end at WS
1779957904.594527 yylex_token: respawn-pane
1779957904.594532 yylex_token: end at }
1779957904.594570 yylex_token: -k
1779957904.594578 yylex_token: end at WS
1779957904.594588 yylex_token: #{?pane_marked,Unmark,Mark}
1779957904.594596 yylex_token: end at WS
1779957904.594606 yylex_token: m
1779957904.594618 yylex_token: end at WS
1779957904.594628 yylex_token: select-pane
1779957904.594637 yylex_token: end at }
1779957904.594651 yylex_token: -m
1779957904.594662 yylex_token: end at WS
1779957904.594678 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1779957904.594695 yylex_token: end at WS
1779957904.594700 yylex_token: z
1779957904.594714 yylex_token: end at WS
1779957904.594723 yylex_token: resize-pane
1779957904.594733 yylex_token: end at }
1779957904.594751 yylex_token: -Z
1779957904.594775 cmd_parse_build_commands 0:0: bind
1779957904.594809 cmd_parse_build_commands 0:1: -N
1779957904.594819 cmd_parse_build_commands 0:2: Display pane menu
1779957904.594830 cmd_parse_build_commands 0:3: >
1779957904.594847 cmd_parse_build_commands 0:4 0:0: display-menu
1779957904.594860 cmd_parse_build_commands 0:4 0:1: -xP
1779957904.594868 cmd_parse_build_commands 0:4 0:2: -yP
1779957904.594884 cmd_parse_build_commands 0:4 0:3: -T
1779957904.594891 cmd_parse_build_commands 0:4 0:4: #[align=centre]#{pane_index} (#{pane_id})
1779957904.594902 cmd_parse_build_commands 0:4 0:5: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1779957904.594911 cmd_parse_build_commands 0:4 0:6: <
1779957904.594923 cmd_parse_build_commands 0:4 0:7 0:0: send
1779957904.594929 cmd_parse_build_commands 0:4 0:7 0:1: -X
1779957904.594940 cmd_parse_build_commands 0:4 0:7 0:2: history-top
1779957904.594947 cmd_parse_build_commands 0:4 0:8: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1779957904.594958 cmd_parse_build_commands 0:4 0:9: >
1779957904.594966 cmd_parse_build_commands 0:4 0:10 0:0: send
1779957904.594977 cmd_parse_build_commands 0:4 0:10 0:1: -X
1779957904.595029 cmd_parse_build_commands 0:4 0:10 0:2: history-bottom
1779957904.595039 cmd_parse_build_commands 0:4 0:11: 
1779957904.595049 cmd_parse_build_commands 0:4 0:12: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1779957904.595056 cmd_parse_build_commands 0:4 0:13: C-r
1779957904.595066 cmd_parse_build_commands 0:4 0:14 0:0: if
1779957904.595076 cmd_parse_build_commands 0:4 0:14 0:1: -F
1779957904.595087 cmd_parse_build_commands 0:4 0:14 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1779957904.595095 cmd_parse_build_commands 0:4 0:14 0:3: copy-mode -t=
1779957904.595102 cmd_parse_build_commands 0:4 0:14 1:0: send
1779957904.595116 cmd_parse_build_commands 0:4 0:14 1:1: -Xt=
1779957904.595122 cmd_parse_build_commands 0:4 0:14 1:2: search-backward
1779957904.595144 cmd_parse_build_commands 0:4 0:14 1:3: --
1779957904.595278 cmd_parse_build_commands 0:4 0:14 1:4: #{q:mouse_word}
1779957904.595350 cmd_parse_build_commands 0:4 0:15: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1779957904.595380 cmd_parse_build_commands 0:4 0:16: C-y
1779957904.595412 cmd_parse_build_commands 0:4 0:17 0:0: copy-mode
1779957904.595459 cmd_parse_build_commands 0:4 0:17 0:1: -q
1779957904.595527 cmd_parse_build_commands 0:4 0:17 1:0: send-keys
1779957904.595679 cmd_parse_build_commands 0:4 0:17 1:1: -l
1779957904.595757 cmd_parse_build_commands 0:4 0:17 1:2: --
1779957904.595804 cmd_parse_build_commands 0:4 0:17 1:3: #{q:mouse_word}
1779957904.595833 cmd_parse_build_commands 0:4 0:18: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1779957904.595852 cmd_parse_build_commands 0:4 0:19: c
1779957904.595882 cmd_parse_build_commands 0:4 0:20 0:0: copy-mode
1779957904.595901 cmd_parse_build_commands 0:4 0:20 0:1: -q
1779957904.595919 cmd_parse_build_commands 0:4 0:20 1:0: set-buffer
1779957904.595936 cmd_parse_build_commands 0:4 0:20 1:1: --
1779957904.595950 cmd_parse_build_commands 0:4 0:20 1:2: #{q:mouse_word}
1779957904.595959 cmd_parse_build_commands 0:4 0:21: #{?mouse_line,Copy Line,}
1779957904.595967 cmd_parse_build_commands 0:4 0:22: l
1779957904.595978 cmd_parse_build_commands 0:4 0:23 0:0: copy-mode
1779957904.595986 cmd_parse_build_commands 0:4 0:23 0:1: -q
1779957904.595993 cmd_parse_build_commands 0:4 0:23 1:0: set-buffer
1779957904.596005 cmd_parse_build_commands 0:4 0:23 1:1: --
1779957904.596014 cmd_parse_build_commands 0:4 0:23 1:2: #{q:mouse_line}
1779957904.596027 cmd_parse_build_commands 0:4 0:24: 
1779957904.596040 cmd_parse_build_commands 0:4 0:25: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1779957904.596053 cmd_parse_build_commands 0:4 0:26: C-h
1779957904.596059 cmd_parse_build_commands 0:4 0:27 0:0: copy-mode
1779957904.596068 cmd_parse_build_commands 0:4 0:27 0:1: -q
1779957904.596075 cmd_parse_build_commands 0:4 0:27 1:0: send-keys
1779957904.596086 cmd_parse_build_commands 0:4 0:27 1:1: -l
1779957904.596097 cmd_parse_build_commands 0:4 0:27 1:2: --
1779957904.596108 cmd_parse_build_commands 0:4 0:27 1:3: #{q:mouse_hyperlink}
1779957904.596133 cmd_parse_build_commands 0:4 0:28: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1779957904.596143 cmd_parse_build_commands 0:4 0:29: h
1779957904.596153 cmd_parse_build_commands 0:4 0:30 0:0: copy-mode
1779957904.596163 cmd_parse_build_commands 0:4 0:30 0:1: -q
1779957904.596171 cmd_parse_build_commands 0:4 0:30 1:0: set-buffer
1779957904.596182 cmd_parse_build_commands 0:4 0:30 1:1: --
1779957904.596189 cmd_parse_build_commands 0:4 0:30 1:2: #{q:mouse_hyperlink}
1779957904.596199 cmd_parse_build_commands 0:4 0:31: 
1779957904.596210 cmd_parse_build_commands 0:4 0:32: Horizontal Split
1779957904.596222 cmd_parse_build_commands 0:4 0:33: h
1779957904.596231 cmd_parse_build_commands 0:4 0:34 0:0: split-window
1779957904.596244 cmd_parse_build_commands 0:4 0:34 0:1: -h
1779957904.596255 cmd_parse_build_commands 0:4 0:35: Vertical Split
1779957904.596266 cmd_parse_build_commands 0:4 0:36: v
1779957904.596284 cmd_parse_build_commands 0:4 0:37 0:0: split-window
1779957904.596320 cmd_parse_build_commands 0:4 0:37 0:1: -v
1779957904.596428 cmd_parse_build_commands 0:4 0:38: 
1779957904.596452 cmd_parse_build_commands 0:4 0:39: #{?#{>:#{window_panes},1},,-}Swap Up
1779957904.596484 cmd_parse_build_commands 0:4 0:40: u
1779957904.596593 cmd_parse_build_commands 0:4 0:41 0:0: swap-pane
1779957904.596615 cmd_parse_build_commands 0:4 0:41 0:1: -U
1779957904.596622 cmd_parse_build_commands 0:4 0:42: #{?#{>:#{window_panes},1},,-}Swap Down
1779957904.596630 cmd_parse_build_commands 0:4 0:43: d
1779957904.596638 cmd_parse_build_commands 0:4 0:44 0:0: swap-pane
1779957904.596645 cmd_parse_build_commands 0:4 0:44 0:1: -D
1779957904.596651 cmd_parse_build_commands 0:4 0:45: #{?pane_marked_set,,-}Swap Marked
1779957904.596668 cmd_parse_build_commands 0:4 0:46: s
1779957904.596674 cmd_parse_build_commands 0:4 0:47 0:0: swap-pane
1779957904.596689 cmd_parse_build_commands 0:4 0:48: 
1779957904.596697 cmd_parse_build_commands 0:4 0:49: Kill
1779957904.596706 cmd_parse_build_commands 0:4 0:50: X
1779957904.596715 cmd_parse_build_commands 0:4 0:51 0:0: kill-pane
1779957904.596731 cmd_parse_build_commands 0:4 0:52: Respawn
1779957904.596740 cmd_parse_build_commands 0:4 0:53: R
1779957904.596747 cmd_parse_build_commands 0:4 0:54 0:0: respawn-pane
1779957904.596756 cmd_parse_build_commands 0:4 0:54 0:1: -k
1779957904.596763 cmd_parse_build_commands 0:4 0:55: #{?pane_marked,Unmark,Mark}
1779957904.596769 cmd_parse_build_commands 0:4 0:56: m
1779957904.596775 cmd_parse_build_commands 0:4 0:57 0:0: select-pane
1779957904.596782 cmd_parse_build_commands 0:4 0:57 0:1: -m
1779957904.596797 cmd_parse_build_commands 0:4 0:58: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1779957904.596810 cmd_parse_build_commands 0:4 0:59: z
1779957904.596833 cmd_parse_build_commands 0:4 0:60 0:0: resize-pane
1779957904.596853 cmd_parse_build_commands 0:4 0:60 0:1: -Z
1779957904.596882 cmd_parse_build_commands 0:0: display-menu
1779957904.596891 cmd_parse_build_commands 0:1: -xP
1779957904.596902 cmd_parse_build_commands 0:2: -yP
1779957904.596911 cmd_parse_build_commands 0:3: -T
1779957904.596917 cmd_parse_build_commands 0:4: #[align=centre]#{pane_index} (#{pane_id})
1779957904.596925 cmd_parse_build_commands 0:5: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1779957904.596932 cmd_parse_build_commands 0:6: <
1779957904.596938 cmd_parse_build_commands 0:7 0:0: send
1779957904.596973 cmd_parse_build_commands 0:7 0:1: -X
1779957904.596998 cmd_parse_build_commands 0:7 0:2: history-top
1779957904.597016 cmd_parse_build_commands 0:8: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1779957904.597026 cmd_parse_build_commands 0:9: >
1779957904.597043 cmd_parse_build_commands 0:10 0:0: send
1779957904.597071 cmd_parse_build_commands 0:10 0:1: -X
1779957904.597079 cmd_parse_build_commands 0:10 0:2: history-bottom
1779957904.597090 cmd_parse_build_commands 0:11: 
1779957904.597097 cmd_parse_build_commands 0:12: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1779957904.597105 cmd_parse_build_commands 0:13: C-r
1779957904.597117 cmd_parse_build_commands 0:14 0:0: if
1779957904.597122 cmd_parse_build_commands 0:14 0:1: -F
1779957904.597129 cmd_parse_build_commands 0:14 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1779957904.597135 cmd_parse_build_commands 0:14 0:3: copy-mode -t=
1779957904.597144 cmd_parse_build_commands 0:14 1:0: send
1779957904.597151 cmd_parse_build_commands 0:14 1:1: -Xt=
1779957904.597160 cmd_parse_build_commands 0:14 1:2: search-backward
1779957904.597170 cmd_parse_build_commands 0:14 1:3: --
1779957904.597176 cmd_parse_build_commands 0:14 1:4: #{q:mouse_word}
1779957904.597182 cmd_parse_build_commands 0:15: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1779957904.597189 cmd_parse_build_commands 0:16: C-y
1779957904.597195 cmd_parse_build_commands 0:17 0:0: copy-mode
1779957904.597201 cmd_parse_build_commands 0:17 0:1: -q
1779957904.597206 cmd_parse_build_commands 0:17 1:0: send-keys
1779957904.597213 cmd_parse_build_commands 0:17 1:1: -l
1779957904.597219 cmd_parse_build_commands 0:17 1:2: --
1779957904.597263 cmd_parse_build_commands 0:17 1:3: #{q:mouse_word}
1779957904.597271 cmd_parse_build_commands 0:18: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1779957904.597278 cmd_parse_build_commands 0:19: c
1779957904.597289 cmd_parse_build_commands 0:20 0:0: copy-mode
1779957904.597296 cmd_parse_build_commands 0:20 0:1: -q
1779957904.597304 cmd_parse_build_commands 0:20 1:0: set-buffer
1779957904.597310 cmd_parse_build_commands 0:20 1:1: --
1779957904.597315 cmd_parse_build_commands 0:20 1:2: #{q:mouse_word}
1779957904.597321 cmd_parse_build_commands 0:21: #{?mouse_line,Copy Line,}
1779957904.597340 cmd_parse_build_commands 0:22: l
1779957904.597349 cmd_parse_build_commands 0:23 0:0: copy-mode
1779957904.597355 cmd_parse_build_commands 0:23 0:1: -q
1779957904.597360 cmd_parse_build_commands 0:23 1:0: set-buffer
1779957904.597368 cmd_parse_build_commands 0:23 1:1: --
1779957904.597374 cmd_parse_build_commands 0:23 1:2: #{q:mouse_line}
1779957904.597384 cmd_parse_build_commands 0:24: 
1779957904.597395 cmd_parse_build_commands 0:25: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1779957904.597407 cmd_parse_build_commands 0:26: C-h
1779957904.597414 cmd_parse_build_commands 0:27 0:0: copy-mode
1779957904.597424 cmd_parse_build_commands 0:27 0:1: -q
1779957904.597624 cmd_parse_build_commands 0:27 1:0: send-keys
1779957904.597649 cmd_parse_build_commands 0:27 1:1: -l
1779957904.597663 cmd_parse_build_commands 0:27 1:2: --
1779957904.597674 cmd_parse_build_commands 0:27 1:3: #{q:mouse_hyperlink}
1779957904.597682 cmd_parse_build_commands 0:28: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1779957904.597692 cmd_parse_build_commands 0:29: h
1779957904.597792 cmd_parse_build_commands 0:30 0:0: copy-mode
1779957904.597826 cmd_parse_build_commands 0:30 0:1: -q
1779957904.597833 cmd_parse_build_commands 0:30 1:0: set-buffer
1779957904.597839 cmd_parse_build_commands 0:30 1:1: --
1779957904.597845 cmd_parse_build_commands 0:30 1:2: #{q:mouse_hyperlink}
1779957904.597850 cmd_parse_build_commands 0:31: 
1779957904.597860 cmd_parse_build_commands 0:32: Horizontal Split
1779957904.597865 cmd_parse_build_commands 0:33: h
1779957904.597872 cmd_parse_build_commands 0:34 0:0: split-window
1779957904.597878 cmd_parse_build_commands 0:34 0:1: -h
1779957904.597886 cmd_parse_build_commands 0:35: Vertical Split
1779957904.597891 cmd_parse_build_commands 0:36: v
1779957904.597898 cmd_parse_build_commands 0:37 0:0: split-window
1779957904.597904 cmd_parse_build_commands 0:37 0:1: -v
1779957904.597911 cmd_parse_build_commands 0:38: 
1779957904.597923 cmd_parse_build_commands 0:39: #{?#{>:#{window_panes},1},,-}Swap Up
1779957904.597930 cmd_parse_build_commands 0:40: u
1779957904.597937 cmd_parse_build_commands 0:41 0:0: swap-pane
1779957904.597950 cmd_parse_build_commands 0:41 0:1: -U
1779957904.597957 cmd_parse_build_commands 0:42: #{?#{>:#{window_panes},1},,-}Swap Down
1779957904.597964 cmd_parse_build_commands 0:43: d
1779957904.597977 cmd_parse_build_commands 0:44 0:0: swap-pane
1779957904.597983 cmd_parse_build_commands 0:44 0:1: -D
1779957904.597996 cmd_parse_build_commands 0:45: #{?pane_marked_set,,-}Swap Marked
1779957904.598003 cmd_parse_build_commands 0:46: s
1779957904.598015 cmd_parse_build_commands 0:47 0:0: swap-pane
1779957904.598022 cmd_parse_build_commands 0:48: 
1779957904.598033 cmd_parse_build_commands 0:49: Kill
1779957904.598038 cmd_parse_build_commands 0:50: X
1779957904.598048 cmd_parse_build_commands 0:51 0:0: kill-pane
1779957904.598055 cmd_parse_build_commands 0:52: Respawn
1779957904.598064 cmd_parse_build_commands 0:53: R
1779957904.598071 cmd_parse_build_commands 0:54 0:0: respawn-pane
1779957904.598084 cmd_parse_build_commands 0:54 0:1: -k
1779957904.598093 cmd_parse_build_commands 0:55: #{?pane_marked,Unmark,Mark}
1779957904.598104 cmd_parse_build_commands 0:56: m
1779957904.598113 cmd_parse_build_commands 0:57 0:0: select-pane
1779957904.598123 cmd_parse_build_commands 0:57 0:1: -m
1779957904.598134 cmd_parse_build_commands 0:58: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1779957904.598180 cmd_parse_build_commands 0:59: z
1779957904.598194 cmd_parse_build_commands 0:60 0:0: resize-pane
1779957904.598207 cmd_parse_build_commands 0:60 0:1: -Z
1779957904.598237 cmd_parse_build_commands 0:0: send
1779957904.598260 cmd_parse_build_commands 0:1: -X
1779957904.598267 cmd_parse_build_commands 0:2: history-top
1779957904.598290 args_parse_flags: next -X
1779957904.598302 args_parse_flags: -X
1779957904.598314 args_parse_flags: next history-top
1779957904.598323 args_parse: flags end at 2 of 3
1779957904.598331 args_parse: 2 = history-top (type STRING)
1779957904.598354 cmd_parse_build_commands: send-keys -X history-top
1779957904.598408 cmd_parse_build_commands 0:0: send
1779957904.598420 cmd_parse_build_commands 0:1: -X
1779957904.598427 cmd_parse_build_commands 0:2: history-bottom
1779957904.598439 args_parse_flags: next -X
1779957904.598449 args_parse_flags: -X
1779957904.598455 args_parse_flags: next history-bottom
1779957904.598465 args_parse: flags end at 2 of 3
1779957904.598474 args_parse: 2 = history-bottom (type STRING)
1779957904.598486 cmd_parse_build_commands: send-keys -X history-bottom
1779957904.598508 cmd_parse_build_commands 0:0: if
1779957904.598517 cmd_parse_build_commands 0:1: -F
1779957904.598527 cmd_parse_build_commands 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1779957904.598565 cmd_parse_build_commands 0:3: copy-mode -t=
1779957904.598576 cmd_parse_build_commands 1:0: send
1779957904.598590 cmd_parse_build_commands 1:1: -Xt=
1779957904.598597 cmd_parse_build_commands 1:2: search-backward
1779957904.598605 cmd_parse_build_commands 1:3: --
1779957904.598612 cmd_parse_build_commands 1:4: #{q:mouse_word}
1779957904.598625 args_parse_flags: next -F
1779957904.598632 args_parse_flags: -F
1779957904.598642 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1779957904.598651 args_parse: flags end at 2 of 4
1779957904.598660 args_parse: 2 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1} (type STRING)
1779957904.598667 args_parse: 3 = copy-mode -t= (type STRING)
1779957904.598679 args_parse_flags: next -Xt=
1779957904.598689 args_parse_flags: -X
1779957904.598701 args_parse_flag_argument: -t = =
1779957904.598714 args_parse_flags: next search-backward
1779957904.598740 args_parse: flags end at 2 of 5
1779957904.598758 args_parse: 2 = search-backward (type STRING)
1779957904.598795 args_parse: 3 = -- (type STRING)
1779957904.598804 args_parse: 4 = #{q:mouse_word} (type STRING)
1779957904.598899 cmd_parse_build_commands: if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}"
1779957904.598946 cmd_parse_build_commands 0:0: copy-mode
1779957904.598972 cmd_parse_build_commands 0:1: -q
1779957904.598993 cmd_parse_build_commands 1:0: send-keys
1779957904.599013 cmd_parse_build_commands 1:1: -l
1779957904.599027 cmd_parse_build_commands 1:2: --
1779957904.599035 cmd_parse_build_commands 1:3: #{q:mouse_word}
1779957904.599054 args_parse_flags: next -q
1779957904.599061 args_parse_flags: -q
1779957904.599068 args_parse: flags end at 2 of 2
1779957904.599117 args_parse_flags: next -l
1779957904.599136 args_parse_flags: -l
1779957904.599144 args_parse_flags: next --
1779957904.599150 args_parse: flags end at 3 of 4
1779957904.599156 args_parse: 3 = #{q:mouse_word} (type STRING)
1779957904.599179 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1779957904.599199 cmd_parse_build_commands 0:0: copy-mode
1779957904.599213 cmd_parse_build_commands 0:1: -q
1779957904.599227 cmd_parse_build_commands 1:0: set-buffer
1779957904.599238 cmd_parse_build_commands 1:1: --
1779957904.599246 cmd_parse_build_commands 1:2: #{q:mouse_word}
1779957904.599254 args_parse_flags: next -q
1779957904.599261 args_parse_flags: -q
1779957904.599268 args_parse: flags end at 2 of 2
1779957904.599282 args_parse_flags: next --
1779957904.599299 args_parse: flags end at 2 of 3
1779957904.599312 args_parse: 2 = #{q:mouse_word} (type STRING)
1779957904.599333 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1779957904.599377 cmd_parse_build_commands 0:0: copy-mode
1779957904.599389 cmd_parse_build_commands 0:1: -q
1779957904.599394 cmd_parse_build_commands 1:0: set-buffer
1779957904.599405 cmd_parse_build_commands 1:1: --
1779957904.599414 cmd_parse_build_commands 1:2: #{q:mouse_line}
1779957904.599424 args_parse_flags: next -q
1779957904.599430 args_parse_flags: -q
1779957904.599439 args_parse: flags end at 2 of 2
1779957904.599447 args_parse_flags: next --
1779957904.599454 args_parse: flags end at 2 of 3
1779957904.599460 args_parse: 2 = #{q:mouse_line} (type STRING)
1779957904.599470 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1779957904.599489 cmd_parse_build_commands 0:0: copy-mode
1779957904.599498 cmd_parse_build_commands 0:1: -q
1779957904.599507 cmd_parse_build_commands 1:0: send-keys
1779957904.599516 cmd_parse_build_commands 1:1: -l
1779957904.599525 cmd_parse_build_commands 1:2: --
1779957904.599532 cmd_parse_build_commands 1:3: #{q:mouse_hyperlink}
1779957904.599573 args_parse_flags: next -q
1779957904.599582 args_parse_flags: -q
1779957904.599592 args_parse: flags end at 2 of 2
1779957904.599603 args_parse_flags: next -l
1779957904.599613 args_parse_flags: -l
1779957904.599619 args_parse_flags: next --
1779957904.599626 args_parse: flags end at 3 of 4
1779957904.599633 args_parse: 3 = #{q:mouse_hyperlink} (type STRING)
1779957904.599646 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}"
1779957904.599656 cmd_parse_build_commands 0:0: copy-mode
1779957904.599663 cmd_parse_build_commands 0:1: -q
1779957904.599670 cmd_parse_build_commands 1:0: set-buffer
1779957904.599679 cmd_parse_build_commands 1:1: --
1779957904.599687 cmd_parse_build_commands 1:2: #{q:mouse_hyperlink}
1779957904.599697 args_parse_flags: next -q
1779957904.599710 args_parse_flags: -q
1779957904.599717 args_parse: flags end at 2 of 2
1779957904.599727 args_parse_flags: next --
1779957904.599734 args_parse: flags end at 2 of 3
1779957904.599745 args_parse: 2 = #{q:mouse_hyperlink} (type STRING)
1779957904.599756 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_hyperlink}"
1779957904.599771 cmd_parse_build_commands 0:0: split-window
1779957904.599778 cmd_parse_build_commands 0:1: -h
1779957904.599792 args_parse_flags: next -h
1779957904.599805 args_parse_flags: -h
1779957904.599812 args_parse: flags end at 2 of 2
1779957904.599824 cmd_parse_build_commands: split-window -h
1779957904.599840 cmd_parse_build_commands 0:0: split-window
1779957904.599849 cmd_parse_build_commands 0:1: -v
1779957904.599860 args_parse_flags: next -v
1779957904.599867 args_parse_flags: -v
1779957904.599879 args_parse: flags end at 2 of 2
1779957904.599886 cmd_parse_build_commands: split-window -v
1779957904.599927 cmd_parse_build_commands 0:0: swap-pane
1779957904.599938 cmd_parse_build_commands 0:1: -U
1779957904.599946 args_parse_flags: next -U
1779957904.599953 args_parse_flags: -U
1779957904.599960 args_parse: flags end at 2 of 2
1779957904.599968 cmd_parse_build_commands: swap-pane -U
1779957904.600006 cmd_parse_build_commands 0:0: swap-pane
1779957904.600018 cmd_parse_build_commands 0:1: -D
1779957904.600039 args_parse_flags: next -D
1779957904.600044 args_parse_flags: -D
1779957904.600050 args_parse: flags end at 2 of 2
1779957904.600057 cmd_parse_build_commands: swap-pane -D
1779957904.600064 cmd_parse_build_commands 0:0: swap-pane
1779957904.600070 args_parse: flags end at 1 of 1
1779957904.600077 cmd_parse_build_commands: swap-pane
1779957904.600091 cmd_parse_build_commands 0:0: kill-pane
1779957904.600100 args_parse: flags end at 1 of 1
1779957904.600107 cmd_parse_build_commands: kill-pane
1779957904.600127 cmd_parse_build_commands 0:0: respawn-pane
1779957904.600142 cmd_parse_build_commands 0:1: -k
1779957904.600150 args_parse_flags: next -k
1779957904.600161 args_parse_flags: -k
1779957904.600167 args_parse: flags end at 2 of 2
1779957904.600177 cmd_parse_build_commands: respawn-pane -k
1779957904.600188 cmd_parse_build_commands 0:0: select-pane
1779957904.600218 cmd_parse_build_commands 0:1: -m
1779957904.600227 args_parse_flags: next -m
1779957904.600235 args_parse_flags: -m
1779957904.600242 args_parse: flags end at 2 of 2
1779957904.600249 cmd_parse_build_commands: select-pane -m
1779957904.600261 cmd_parse_build_commands 0:0: resize-pane
1779957904.600270 cmd_parse_build_commands 0:1: -Z
1779957904.600276 args_parse_flags: next -Z
1779957904.600287 args_parse_flags: -Z
1779957904.600293 args_parse: flags end at 2 of 2
1779957904.600303 cmd_parse_build_commands: resize-pane -Z
1779957904.600312 args_parse_flags: next -xP
1779957904.600335 args_parse_flag_argument: -x = P
1779957904.600356 args_parse_flags: next -yP
1779957904.600362 args_parse_flag_argument: -y = P
1779957904.600370 args_parse_flags: next -T
1779957904.600378 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1779957904.600383 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1779957904.600391 args_parse: flags end at 5 of 61
1779957904.600398 args_parse: 5 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1779957904.600406 args_parse: 6 = < (type STRING)
1779957904.600423 args_parse: 7 = send-keys -X history-top (type COMMANDS)
1779957904.600447 args_parse: 8 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,} (type STRING)
1779957904.600465 args_parse: 9 = > (type STRING)
1779957904.600481 args_parse: 10 = send-keys -X history-bottom (type COMMANDS)
1779957904.600492 args_parse: 11 =  (type STRING)
1779957904.600503 args_parse: 12 = #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779957904.600515 args_parse: 13 = C-r (type STRING)
1779957904.600572 args_parse: 14 = if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" (type COMMANDS)
1779957904.600592 args_parse: 15 = #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779957904.600600 args_parse: 16 = C-y (type STRING)
1779957904.600612 args_parse: 17 = copy-mode -q ; send-keys -l "#{q:mouse_word}" (type COMMANDS)
1779957904.600623 args_parse: 18 = #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779957904.600630 args_parse: 19 = c (type STRING)
1779957904.600640 args_parse: 20 = copy-mode -q ; set-buffer "#{q:mouse_word}" (type COMMANDS)
1779957904.600653 args_parse: 21 = #{?mouse_line,Copy Line,} (type STRING)
1779957904.600694 args_parse: 22 = l (type STRING)
1779957904.600715 args_parse: 23 = copy-mode -q ; set-buffer "#{q:mouse_line}" (type COMMANDS)
1779957904.600732 args_parse: 24 =  (type STRING)
